2014-03-21 12:45:55,118 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /minesweeper/src/test/java
2014-03-21 12:45:55,119 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /minesweeper/src/test/resources
2014-03-21 12:45:55,593 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2014-03-21 12:45:55,914 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.despegar.finalproyect:minesweeper:0.0.1-SNAPSHOT @ C:\Jovenes Alto Vuelo\minesweeper\pom.xml.
2014-03-21 12:45:56,474 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-21 12:45:56,477 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-21 12:45:56,480 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-21 12:45:56,481 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-21 12:49:01,230 [main] INFO  o.e.m2e.actions.ExecutePomAction - Using existing launch configuration
2014-03-21 12:49:01,257 [Worker-3] INFO  o.e.m.i.launch.MavenLaunchDelegate - C:\Jovenes Alto Vuelo\minesweeper
2014-03-21 12:49:01,258 [Worker-3] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s C:\Users\admindesp\.m2\settings.xml compile
2014-03-21 12:49:14,560 [main] INFO  o.e.m2e.actions.ExecutePomAction - Using existing launch configuration
2014-03-21 12:49:14,579 [Worker-4] INFO  o.e.m.i.launch.MavenLaunchDelegate - C:\Jovenes Alto Vuelo\minesweeper
2014-03-21 12:49:14,579 [Worker-4] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -s C:\Users\admindesp\.m2\settings.xml compile
2014-03-21 12:49:23,450 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2014-03-21 12:49:23,482 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:23,501 [New I/O client worker #7-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/plugins/maven-surefire-plugin/2.10/maven-surefire-plugin-2.10.jar
2014-03-21 12:49:23,517 [New I/O client worker #7-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/plugins/maven-surefire-plugin/2.10/maven-surefire-plugin-2.10.jar
2014-03-21 12:49:23,633 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.despegar.finalproyect:minesweeper:0.0.1-SNAPSHOT @ C:\Jovenes Alto Vuelo\minesweeper\pom.xml.
2014-03-21 12:49:23,638 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:23,710 [New I/O client worker #8-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/plugins/maven-surefire-plugin/2.10/maven-surefire-plugin-2.10.pom
